App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Version,Android Version
EC Calgary,Family,5.0,6,8294.4,100,Free,0.0,Teen,Education,2018-06-26,3.8.0,4.1
ECナビ×シュフー,Lifestyle,4.0,576,7577.6,50000,Free,0.0,Everyone,Lifestyle,2018-06-07,1.0.2,4.0
EC Designer 2.0,Tools,4.193338315362443,0,12288.0,50,Free,0.0,Everyone,Tools,2018-07-09,0.0.44,4.0
Arrayanes EC,Lifestyle,4.193338315362443,2,8089.6,100,Free,0.0,Everyone,Lifestyle,2018-06-27,3.5,4.4
EC Reps,Business,4.0,1,5529.6,100,Free,0.0,Everyone,Business,2017-03-15,1.1,4.0
EC QR,Productivity,4.193338315362443,0,4096.0,10,Free,0.0,Everyone,Productivity,2018-07-24,1.0.2,4.1
EC Fairgrounds,Family,5.0,3,5632.0,500,Free,0.0,Everyone,Entertainment,2018-07-13,1.3.23.42,4.4
CompactiMa EC pH Calibration,Books And Reference,4.193338315362443,0,8601.6,100,Free,0.0,Everyone,Books & Reference,2016-12-22,1.1.2,4.1
EC Games Datecs,Sports,4.193338315362443,76,329.0,10000,Free,0.0,Everyone,Sports,2016-02-12,4.4,2.1
TN Patta /Chitta /EC New,Social,4.8,5,3072.0,100,Free,0.0,Teen,Social,2018-07-20,1,4.0
Marítimo EC,Tools,4.193338315362443,1,5427.2,10,Free,0.0,Everyone,Tools,2018-02-14,1.9.8,4.0
GATE Syllabus for EC 2018 & Notifications,Family,4.7,23,4403.2,1000,Free,0.0,Everyone,Education,2017-08-28,1.3,4.4
SCS eC,Productivity,4.4,7,17408.0,100,Free,0.0,Everyone,Productivity,2016-10-21,1.0.1,4.1
My EF,Family,3.3,4114,14336.0,100000,Free,0.0,Everyone,Education,2018-07-10,3.29,4.2
EF Mentor: Words,Family,4.0,403,39936.0,50000,Free,0.0,Teen,Education,2018-07-30,1.7.0.00115,4.1
EF Smart English for Phone,Family,3.5,208,13312.0,10000,Free,0.0,Everyone,Education,2018-06-29,1.2.1,4.4
My EF Center,Family,2.8,89,35840.0,10000,Free,0.0,Everyone,Education,2018-07-23,1.10.0,4.4
EF Mentor: Sounds,Family,4.193338315362443,19,7065.6,5000,Free,0.0,Everyone,Education,2017-08-16,1.0.1.00613,4.1
EF English Live Business,Family,3.6,496,14336.0,100000,Free,0.0,Everyone,Education,2018-05-04,2.0.1,4.4
EF Classroom,Family,3.2,190,23552.0,50000,Free,0.0,Everyone,Education,2018-07-23,3.0.0.2927,5.0
EF English Live for phone,Family,3.6,2210,15360.0,100000,Free,0.0,Everyone,Education,2018-07-24,3.1.0,5.0
EF Smart English,Family,3.7,150,11264.0,5000,Free,0.0,Everyone,Education,2018-06-11,1.6.0,4.4
EF English Live Business Tablet,Family,3.3,279,14336.0,10000,Free,0.0,Everyone,Education,2017-12-25,1.6.6,4.4
EF English Live for tablets,Family,3.1,1242,14336.0,50000,Free,0.0,Everyone,Education,2018-04-24,1.7.0,4.4
EF Parеnts,Family,4.1,435,17408.0,50000,Free,0.0,Everyone,Education,2018-06-21,3.1.0,4.1
EF Teacher,Family,3.1,16,17408.0,1000,Free,0.0,Everyone,Education,2018-04-19,1.6,4.1
English Bite,Family,3.5,268,10035.2,10000,Free,0.0,Everyone,Education,2016-01-25,1.3.0,4.0
EF/VR – VR Tours of EF Schools,Family,3.6,17,15360.0,1000,Free,0.0,Teen,Education,2015-09-15,1.0.05,4.0
EF Go Ahead Tour Companion,Travel And Local,2.3,23,44032.0,1000,Free,0.0,Everyone,Travel & Local,2018-06-18,3.0.7,4.4
EF Summits,Travel And Local,4.193338315362443,0,19456.0,100,Free,0.0,Everyone,Travel & Local,2018-05-20,1.1.3,4.4
EF-myHR,Finance,2.9,26,36864.0,1000,Free,0.0,Everyone,Finance,2018-02-21,1.0.38,4.0
EF Spelling Bee,Family,3.0,2,9625.6,500,Free,0.0,Everyone,Education,2017-10-12,1.2.2,4.3
Education First FCU Mobile,Finance,2.9,204,29696.0,10000,Free,0.0,Everyone,Finance,2018-05-09,18.1.79,5.0
Travelmoji,Family,3.9,13,10240.0,500,Free,0.0,Everyone,Education,2016-06-24,2,4.3
EF Forms,Business,5.0,2,23552.0,50,Free,0.0,Everyone,Business,2018-07-24,1.29,4.4
EFAmbassador,Family,4.193338315362443,5,10240.0,100,Free,0.0,Everyone,Education,2018-07-10,1.2,5.0
Agenda EF,Family,3.4,79,33792.0,5000,Free,0.0,Everyone,Education,2015-05-27,1.03,3.0
EF App,Business,5.0,8,20480.0,100,Free,0.0,Everyone,Business,2017-01-23,1.0.5,4.4
EF Lens Simulator,Photography,4.193338315362443,2,33792.0,100,Paid,9.99,Everyone,Photography,2017-02-27,2.8.3.1,2.2
EF Coach,Health And Fitness,4.8,17,14336.0,500,Free,0.0,Everyone,Health & Fitness,2018-03-12,1.1.1,4.4
e-Docente EI/anos iniciais EF,Family,4.193338315362443,2,2355.2,1000,Free,0.0,Everyone,Education,2018-05-22,1.0.0,4.1
EF Universe: Endless Battle,Family,4.2,5,55296.0,50,Free,0.0,Teen,Role Playing,2018-07-31,4541.25.51,4.1
EF Catalogues · Kataloge,Business,4.193338315362443,15,4403.2,500,Free,0.0,Everyone,Business,2016-09-21,1.0.11.5.1,4.0
EF Staff,Productivity,4.193338315362443,0,11264.0,100,Free,0.0,Everyone,Productivity,2018-05-08,1.2,4.2
EF Academy,Health And Fitness,5.0,4,15360.0,50,Free,0.0,Everyone,Health & Fitness,2018-03-23,7.7.3,4.1
Financial Calculator Pro EF,Finance,4.3,634,2048.0,50000,Free,0.0,Everyone,Finance,2013-10-04,2.1.0.9,2.1
Carrier Landings Pro,Family,4.6,5969,31744.0,10000,Paid,12.99,Everyone,Simulation,2018-06-29,4.2.4,4.1
EF Utilities,Tools,4.193338315362443,0,3686.4,5,Free,0.0,Everyone,Tools,2018-06-07,1.1.0,4.3
أحداث وحقائق | خبر عاجل في اخبار العالم,News And Magazines,4.8,311,14336.0,5000,Free,0.0,Everyone 10+,News & Magazines,2018-07-15,2.9.19,4.2
Diário Escola Mestres EF,Family,4.193338315362443,11,6758.4,1000,Free,0.0,Everyone,Education,2018-07-31,3.0.18,4.0
EF Jumper,Game,4.193338315362443,4,5222.4,100,Free,0.0,Everyone,Arcade,2017-07-13,12,2.2
StudyLock - Education First,Parenting,4.1,27,4710.4,1000,Free,0.0,Everyone,Parenting,2017-10-12,1.13,4.1
English Conversation Courses,Family,4.6,22165,6963.2,1000000,Free,0.0,Everyone,Education,2018-06-28,4.1806.3,4.0
Equestria Girls,Family,4.3,392819,54272.0,10000000,Free,0.0,Everyone,Role Playing,2016-07-22,37893,4.0
eG Monitor,Productivity,4.6,8,7680.0,100,Free,0.0,Everyone,Productivity,2018-07-27,2.0.7,4.1
E.G. Chess Free,Game,4.0,505,23552.0,10000,Free,0.0,Everyone,Board,2014-12-06,1.0.28,2.3
"EG SIM CARD (EGSIMCARD, 이지심카드)",Business,2.9,322,1536.0,50000,Free,0.0,Everyone,Business,2017-03-28,2.13,2.2
EG Mantenimiento,Business,4.193338315362443,1,25600.0,50,Free,0.0,Teen,Business,2018-05-30,0.0.3,4.1
EG CrossPad - ASPECT4,Business,4.193338315362443,4,30720.0,1000,Free,0.0,Everyone,Business,2018-07-03,1.6.07,4.1
Bee Mobile EG,Finance,4.2,883,6656.0,100000,Free,0.0,Everyone,Finance,2018-05-05,3.1.9,4.0
E.G. Chess,Game,4.3,56,23552.0,1000,Paid,0.99,Everyone,Board,2014-12-06,1.0.28,2.3
EG SIM CARD (EGSIMCARD),Travel And Local,4.4,105,5120.0,10000,Free,0.0,Everyone,Travel & Local,2018-05-02,2.5,2.3
EG Retail,Business,2.4,29,16384.0,500,Free,0.0,Everyone,Business,2018-07-05,2.2.1335,4.1
EG Movi,Tools,4.2,40,7577.6,1000,Free,0.0,Everyone,Tools,2017-05-12,0.9.1,3.2
EG Groups,Events,4.193338315362443,0,1126.4,10,Free,0.0,Everyone,Events,2017-10-15,1.0.0,4.0
EG Way Life,Social,4.193338315362443,0,1126.4,50,Free,0.0,Everyone,Social,2016-04-27,1,4.1
EG Tax Service,Finance,4.193338315362443,1,38912.0,100,Free,0.0,Everyone,Finance,2018-04-23,1.0.0,4.1
Energenie EG-PM1W Setup Wizard,Tools,3.1,17,523.0,1000,Free,0.0,Everyone,Tools,2014-10-10,1.8201410101110510400,2.2
qEG APP / Química EG SRL,Tools,4.193338315362443,0,118.0,10,Free,0.0,Everyone,Tools,2018-07-24,1,4.0
EG Classroom Decimals™,Family,3.0,2,18432.0,50,Paid,2.99,Everyone,Education,2017-06-12,2.2.2,2.2
Alipay,Finance,3.4,42497,62464.0,1000000,Free,0.0,Teen,Finance,2018-07-02,10.1.28.560,4.3
EG | Explore Folegandros,Travel And Local,4.193338315362443,0,57344.0,0,Paid,3.99,Everyone,Travel & Local,2017-01-22,1.1.1,4.1
EGW Writings,Books And Reference,4.7,24278,3174.4,1000000,Free,0.0,Everyone,Books & Reference,2017-12-27,2.1.2,2.2
Bible with EGW Comments,Books And Reference,4.7,3776,12288.0,100000,Free,0.0,Everyone,Books & Reference,2018-02-07,2.12.0,4.1
Eg Call,Communication,4.2,91,6144.0,10000,Free,0.0,Everyone,Communication,2017-02-26,3.8.6,2.2
Fashion Pony Girls Dress Up Makeup Game,Family,4.5,256,30720.0,10000,Free,0.0,Everyone,Simulation,2018-07-13,1.7,4.0
My Little Pony Celebration,Family,4.3,63192,17408.0,1000000,Free,0.0,Everyone,Simulation,2016-07-22,1.0.0,2.3
My Little Pony AR Guide,Books And Reference,3.3,7993,52224.0,1000000,Free,0.0,Everyone,Books & Reference,2017-11-03,1.0.6,4.0
Equestria Girl Snapchat Addict,Family,4.193338315362443,20,31744.0,1000,Free,0.0,Everyone,Educational,2018-04-19,1.0.0,4.0
L.A. Crime Stories 2 Mad City Crime,Game,4.2,3946,43008.0,100000,Free,0.0,Teen,Racing,2017-03-30,1.04,2.3
LA Stories 4 New Order Sandbox 2018,Game,4.2,17453,101376.0,1000000,Free,0.0,Mature 17+,Racing,2018-06-01,1.06,2.3
SDA Sabbath School Quarterly,Books And Reference,4.7,14773,6553.6,500000,Free,0.0,Everyone,Books & Reference,2017-10-09,4.1.92,3.0
Sirens Fashion Style Game,Family,4.3,2282,22528.0,500000,Free,0.0,Everyone,Simulation,2018-02-20,1,4.0
Propertyfinder,Lifestyle,4.2,1506,11264.0,100000,Free,0.0,Everyone,Lifestyle,2018-08-07,6.5.2,4.4
L.A. Crime Stories Mad City Crime,Game,4.0,30008,101376.0,1000000,Free,0.0,Mature 17+,Racing,2017-03-30,1.26,2.3
Pocket Little Pony,Family,4.1,47576,14336.0,1000000,Free,0.0,Everyone 10+,Simulation,2017-03-01,1.95,4.0
Dance Magic Fashion Style Games,Family,4.6,2533,47104.0,100000,Free,0.0,Everyone,Simulation,2018-02-27,1,4.0
Inventory & Barcode scanner & WIFI scanner,Productivity,4.6,1880,18432.0,50000,Paid,1.49,Everyone,Productivity,2018-07-01,6.08,4.3
MLP Colouring Adventures,Family,3.8,7379,62464.0,1000000,Free,0.0,Everyone,Entertainment,2017-03-28,1,4.4
Miraculous Ladybug & Cat Noir - The Official Game,Game,4.5,185382,101376.0,10000000,Free,0.0,Everyone,Action,2018-07-30,1.0.6,4.4
Fashion Girls Dress up Makeup,Family,4.4,115,31744.0,10000,Free,0.0,Everyone,Simulation,2018-07-13,1,4.0
My Little Pony: Harmony Quest,Family,4.1,148405,26624.0,10000000,Free,0.0,Everyone,Casual,2018-03-05,1.6,4.1
Home Pony 2,Family,4.0,20977,26624.0,1000000,Free,0.0,Everyone,Simulation,2018-06-18,1.4.5,4.0
Eh Volevi!,Family,3.9,1619,7168.0,100000,Free,0.0,Everyone,Entertainment,2017-10-07,1.2.1,4.0
VITEK EH DVR Viewer (Pro),Tools,3.5,78,3379.2,10000,Free,0.0,Everyone,Tools,2013-10-11,1.2.10,2.2
Eh Bee Wallpapers HD,Personalization,5.0,4,3993.6,100,Free,0.0,Everyone,Personalization,2018-04-24,1,4.1
EH!,Lifestyle,4.6,10,8908.8,1000,Free,0.0,Everyone,Lifestyle,2018-07-18,7.2.2,4.1
Me-eh,Family,4.193338315362443,13,63488.0,100,Free,0.0,Everyone,Puzzle,2018-04-06,3.33,4.1
Betul Ke Bohong Eh?,Game,4.2,601,6553.6,100000,Free,0.0,Everyone,Trivia,2015-04-03,1.0.1,2.3
EH National Mobile Banking,Finance,4.193338315362443,0,22031.015115169685,50,Free,0.0,Everyone,Finance,2017-10-12,5.2.12,4.2
EH Autolink,Business,4.193338315362443,1,921.0,100,Free,0.0,Everyone,Business,2016-03-11,1,3.0
Eh Amego!,Game,3.8,13388,7270.4,500000,Free,0.0,Everyone,Arcade,2015-08-24,2.0.5,2.2
Eh Plus English Application,Family,4.193338315362443,1,874.0,100,Free,0.0,Everyone,Education,2015-05-27,1.1,4.0
EH kontrollrakendus,Tools,3.4,43,2355.2,5000,Free,0.0,Everyone,Tools,2017-10-10,3.1.8,4.1
My Theme Park: RollerCoaster & Water Park Tycoon,Family,4.2,128,41984.0,10000,Free,0.0,Everyone 10+,Strategy,2018-06-12,1.5,4.2
TAXI DRIVER,Family,3.7,7203,32768.0,1000000,Free,0.0,Everyone,Simulation,2016-01-11,1,4.0
Crazy Doctor,Family,4.0,267636,13312.0,10000000,Free,0.0,Teen,Role Playing,2014-03-03,1.5,2.1
MazeMilitia Classic Multiplayer Shooting Game,Game,4.4,1294,45056.0,50000,Free,0.0,Mature 17+,Action,2018-03-08,1.2,4.1
Endress+Hauser Operations,Business,4.5,234,3481.6,10000,Free,0.0,Everyone,Business,2018-04-16,2.4.3.1523,4.0
ZOMBIE RIPPER,Game,3.7,16073,96256.0,500000,Free,0.0,Mature 17+,Action,2017-11-14,1.4,4.0
Soldiers of Glory: Modern War,Family,4.2,64815,23552.0,5000000,Free,0.0,Teen,Strategy,2018-06-01,1.7.5,2.3
Driving School 3D 2017,Family,3.9,5075,49152.0,500000,Free,0.0,Everyone,Simulation,2017-04-04,2.1.5,3.0
Horror Hospital,Game,3.7,63986,26624.0,1000000,Free,0.0,Teen,Action,2017-10-10,6,2.3
Ludo Family Dice Game,Family,4.2,3593,19456.0,500000,Free,0.0,Everyone,Board,2018-03-07,1.4,4.1
Mad Skills Motocross,Game,4.0,32522,45056.0,1000000,Free,0.0,Everyone,Racing,2016-01-25,1.2.0,2.0
Masterchef Cooking Games: Fun Restaurant & Kitchen,Family,3.9,1036,33792.0,100000,Free,0.0,Everyone,Casual,2018-07-06,2.6,2.3
US Army Training Courses Game,Family,4.1,27130,35840.0,5000000,Free,0.0,Everyone,Simulation,2017-12-08,1.4,2.3
Instant Buttons: The Best Soundboard,Family,4.5,157322,9420.8,5000000,Free,0.0,Teen,Entertainment,2018-01-05,1.0.15,4.1
Guess The Emoji,Game,4.5,76627,23552.0,5000000,Free,0.0,Everyone,Word,2018-07-03,8.16,4.2
Camping RV Caravan Parking 3D,Game,3.3,5290,49152.0,500000,Free,0.0,Everyone,Racing,2014-12-18,1.3,2.3
Grand Bat Superhero Flying Assault Rescue Mission,Game,4.4,1094,37888.0,500000,Free,0.0,Teen,Action,2018-07-09,1.1,4.1
Zombie Frontier,Game,4.2,326689,20480.0,10000000,Free,0.0,Teen,Action,2018-05-30,1.31,4.2
eHub,Business,4.2,6969,4915.2,100000,Free,0.0,Everyone,Business,2018-06-29,3.9.11,4.4
Heart Surgery Emergency Doctor,Family,4.1,2248,29696.0,100000,Free,0.0,Teen,Educational,2017-04-28,1.3,4.0
RUN JUMP RUN-fun games for free,Game,4.4,661,43008.0,100000,Free,0.0,Everyone,Action,2018-04-20,1.5.2,3.0
100 Doors of Revenge,Family,4.1,105766,49152.0,10000000,Free,0.0,Teen,Puzzle,2018-05-24,2.2.2,4.4
Lie Detector Prank,Family,3.9,80313,3788.8,10000000,Free,0.0,Everyone,Casual,2017-11-22,1.7,2.3
Virtual Mother Surgery Doctor : Emergency Hospital,Family,3.9,70,62464.0,10000,Free,0.0,Teen,Educational,2018-05-30,1.1,4.0
Princess Palace: Royal Pony,Family,4.4,11442,67584.0,1000000,Free,0.0,Everyone,Educational,2016-06-30,1.4,2.3
EI Mobile,Finance,3.8,4231,83968.0,100000,Free,0.0,Everyone,Finance,2018-07-19,4.3.0,4.2
Ei Electronics AudioLINK,Tools,3.4,59,1843.2,10000,Free,0.0,Everyone,Tools,2017-10-19,2.3.1,4.0
Vital Tones EI Pro,Health And Fitness,4.193338315362443,2,87040.0,50,Paid,9.99,Everyone,Health & Fitness,2017-12-01,1.4,4.0
NEMA ei,Business,5.0,4,12288.0,100,Free,0.0,Everyone,Business,2017-11-06,1.0.4,4.4
ei,Communication,4.193338315362443,2,4608.0,10,Free,0.0,Teen,Communication,2018-07-16,0.0.10,4.4
the Egg - crack the egg,Family,4.1,211,14336.0,10000,Free,0.0,Everyone,Casual,2016-11-21,1.1.0,2.3
Yeled EI,Family,4.193338315362443,0,15360.0,100,Free,0.0,Everyone,Education,2018-04-26,0.62,4.1
EI SmartMiles,Finance,2.4,9,3891.2,1000,Free,0.0,Everyone,Finance,2018-01-21,1.0.0,4.0
Code on the egg,Tools,3.9,146,784.0,10000,Free,0.0,Everyone,Tools,2017-04-10,1.15,2.2
EI!,Productivity,4.193338315362443,0,7884.8,10,Free,0.0,Everyone,Productivity,2018-07-19,1.1.14,4.1
EI App 1,Family,4.193338315362443,0,13312.0,10,Free,0.0,Everyone,Education,2017-11-23,1.0.4,4.1
EI Calculator,Tools,4.0,8,1536.0,100,Free,0.0,Everyone,Tools,2016-05-23,1.3,1.6
Verdant EI,Tools,4.193338315362443,0,13312.0,50,Free,0.0,Everyone,Tools,2017-11-06,1.1.4,4.1
Ei-ij Spelling Dutch,Family,4.193338315362443,20,3276.8,10000,Free,0.0,Everyone,Education,2017-12-12,2.1,4.0
Esporte Interativo - Notícias e Resultados Ao Vivo,Sports,4.4,4600,21504.0,500000,Free,0.0,Everyone,Sports,2018-01-14,6.2.6,4.1
Let's Poke The Egg,Game,3.4,9051,23552.0,1000000,Free,0.0,Everyone,Arcade,2017-02-04,1.2,2.3
Egg,Family,2.9,72,27648.0,5000,Free,0.0,Mature 17+,Simulation,2018-06-09,1.2.2,2.3
ei Calc,Tools,5.0,2,19456.0,10,Free,0.0,Everyone,Tools,2015-10-12,1.2.2,2.3
Disaster Will Strike,Family,4.5,14692,46080.0,1000000,Free,0.0,Everyone,Puzzle,2018-07-19,1.173.126,4.1
Egg: clicker,Family,3.7,40678,15360.0,1000000,Free,0.0,Everyone,Casual,2017-05-22,2.1.3,4.0
EI App 2,Family,4.193338315362443,0,13312.0,10,Free,0.0,Everyone,Education,2017-11-23,1.0.4,4.1
Survival: Prison Escape,Game,4.0,127810,33792.0,10000000,Free,0.0,Mature 17+,Action,2018-08-01,1.8.8,4.4
Crack the blue angry birds egg,Family,3.2,85,2150.4,10000,Free,0.0,Everyone,Puzzle,2016-04-22,1.0.0,2.1
Tamago Tap Clicker Egg,Family,3.6,209,16384.0,50000,Free,0.0,Everyone,Casual,2016-10-19,1.1,2.3
Tap The Easter Egg!,Family,3.2,111,3379.2,5000,Free,0.0,Everyone,Casual,2016-03-18,1.7,2.3
Esporte Interativo Plus,Sports,3.7,27179,20480.0,1000000,Free,0.0,Everyone,Sports,2018-07-30,5.12.1,4.1
EI国际,Family,4.7,15,5324.8,1000,Free,0.0,Everyone,Education,2016-09-09,1.0.4,4.0
Aaj Bangla: ei samay er khobor,News And Magazines,4.9,34,3891.2,1000,Free,0.0,Everyone,News & Magazines,2017-01-15,6.7,2.3
Break the Egg,Family,2.6,366,6144.0,50000,Free,0.0,Everyone,Entertainment,2018-01-05,1,4.0
PJ Masks: HQ,Family,4.1,13731,56320.0,1000000,Free,0.0,Everyone,Entertainment,2018-06-22,1.2.1,4.0
Ei Somoy & Dainik Sangbad & Statesman (PDF),News And Magazines,4.0,4,5427.2,100,Free,0.0,Everyone,News & Magazines,2018-07-25,25072018,4.0
TAMAGO Monsters Returns,Game,4.1,104583,37888.0,1000000,Free,0.0,Everyone,Arcade,2016-08-18,3.45,2.3
EJ Elite Prospects League,Sports,3.3,3,12288.0,1000,Free,0.0,Everyone,Sports,2018-02-23,5.5.4,4.1
EJ Insight,News And Magazines,4.0,33,280.0,1000,Free,0.0,Everyone,News & Magazines,2014-09-30,1,4.0
Ambulance Rescue Simulator 17,Family,4.3,6669,31744.0,1000000,Free,0.0,Everyone,Simulation,2018-03-01,1.0.8,2.3
EJ Trívia Game,Family,4.193338315362443,1,19456.0,1,Free,0.0,Everyone,Puzzle,2018-07-19,1,4.1
Bad Piggies HD,Family,4.4,764967,70656.0,10000000,Free,0.0,Everyone,Puzzle,2018-07-05,2.3.4,4.1
EJ messenger,Communication,5.0,1,25600.0,10,Free,0.0,Teen,Communication,2017-10-18,1,4.0
Traffic Sniper Counter Attack,Game,4.3,5339,38912.0,1000000,Free,0.0,Teen,Action,2017-12-05,1,2.3
Rope Superhero Unlimited,Game,4.4,6735,26624.0,1000000,Free,0.0,Mature 17+,Action,2017-05-10,1.1,2.3
Painel EJ SSH - INTERNET GRÁTIS,Tools,4.193338315362443,10,13312.0,50,Free,0.0,Everyone,Tools,2018-07-30,5.1,4.1
EJ Ecuador,Lifestyle,4.193338315362443,9,6963.2,100,Free,0.0,Teen,Lifestyle,2016-11-22,3.0.16,4.0
Ej-buy,Business,4.193338315362443,2,4198.4,5,Free,0.0,Everyone,Business,2018-08-02,1.2.0,4.1
Footej Camera,Photography,4.3,13258,22031.015115169685,1000000,Free,0.0,Everyone,Photography,2018-06-20,2.3.0180,5.0
Sport Car Simulator,Family,4.0,48731,69632.0,5000000,Free,0.0,Everyone,Simulation,2018-04-19,4.0.5,4.1
Beach Head Shooting Assault,Game,3.8,555,45056.0,100000,Free,0.0,Teen,Action,2018-03-02,1,4.0
Dead Target Zombie Shooting US Sniper Killer Squad,Game,4.3,240,66560.0,50000,Free,0.0,Teen,Action,2017-10-03,1.0.2,4.0
Learn Music Notes,Family,4.7,143,4505.6,1000,Paid,1.99,Everyone,Music,2018-06-17,1.2.1,2.2
Dubai Racing,Game,4.2,16237,23552.0,500000,Free,0.0,Everyone,Racing,2015-12-23,1.9.1,2.3
Office Bike Racing Simulator,Family,3.8,21149,30720.0,1000000,Free,0.0,Everyone,Simulation,2015-10-09,2.1,2.3
Pregnant Mom Surgery Newborn Twins Baby Birth Care,Family,4.3,95,28672.0,10000,Free,0.0,Teen,Educational,2018-02-24,1,4.1
Pet Beauty Salon,Family,3.8,20292,48128.0,1000000,Free,0.0,Everyone,Educational,2015-05-24,1.2,2.3
Booking Revolution,Sports,4.2,140883,60416.0,5000000,Free,0.0,Teen,Sports,2018-07-21,1.932,4.0
Nights Keeper (do not disturb),Lifestyle,4.5,16426,1638.4,500000,Free,0.0,Everyone,Lifestyle,2017-02-26,2.7.8,2.2
Lily & Leo - Crazy Circus Day,Family,3.6,8091,44032.0,1000000,Free,0.0,Everyone,Casual,2018-06-05,1.0.8,4.1
WIZARD Card Game,Game,4.0,48,4198.4,1000,Paid,1.99,Everyone,Card,2014-12-15,1.0.141215,2.1
Fake Call From Wengie Prank,Family,3.5,352,3891.2,50000,Free,0.0,Everyone,Entertainment,2017-07-23,1,3.0
Robot Fighting Games™ - Real Boxing Champions 3D,Game,4.4,30,48128.0,5000,Free,0.0,Everyone,Action,2018-07-02,1.1,4.1
Ghost Hunting camera,Game,3.5,3048,24576.0,500000,Free,0.0,Teen,Action,2017-03-06,1.1,2.3
Santa Panda Bubble Christmas,Game,4.1,101,31744.0,10000,Free,0.0,Everyone,Arcade,2017-03-14,1.5,4.0
OffRoad US Army Train Driving Simulator,Family,4.3,1216,60416.0,500000,Free,0.0,Everyone 10+,Simulation,2018-06-11,1.3,4.1
Do Not Disturb! 2 - Challenge Your Prank Skills!,Family,4.0,34417,49152.0,1000000,Free,0.0,Everyone,Educational,2018-08-06,1.0.9,4.1
WiFi Tether Router,Communication,4.2,5599,1331.2,100000,Paid,2.9,Everyone,Communication,2018-07-02,6.2.7,1.6
Kiss Me! Lip Kissing Test,Family,3.5,191,5120.0,50000,Free,0.0,Everyone,Entertainment,2018-05-18,5,4.1
Smoke Effect Name Art Maker-Avatar Text Art Editor,Personalization,4.3,1961,6758.4,100000,Free,0.0,Everyone,Personalization,2018-06-29,1,4.1
The Emirates App,Travel And Local,4.4,22776,56320.0,1000000,Free,0.0,Everyone,Travel & Local,2018-08-06,4.7.1,5.0
ek tuhi,Video Players,4.7,316,2867.2,10000,Free,0.0,Everyone,Video Players & Editors,2014-07-04,1,4.0
Master E.K,Family,5.0,90,22031.015115169685,1000,Free,0.0,Everyone,Education,2017-08-11,1.5.0,4.4
EK Platinum,Lifestyle,3.8,52,10240.0,10000,Free,0.0,Everyone,Lifestyle,2017-12-26,1.0.6,4.0
EK Bailey Preaching Conference,Events,5.0,3,30720.0,500,Free,0.0,Everyone,Events,2018-07-02,5.30.01,5.1
Ek Maratha,Social,4.8,725,3788.8,10000,Free,0.0,Teen,Social,2016-10-12,7.5.3,2.2
Ek Onkar,Family,4.9,107,18432.0,10000,Free,0.0,Everyone,Entertainment,2016-04-03,1.3,4.0
Racing Moto,Game,4.3,697805,7577.6,50000000,Free,0.0,Everyone,Racing,2018-07-03,1.2.13,3.0
Pyaar Ek Dhoka hai Game - Anti Valentines,Family,4.193338315362443,8,17408.0,100,Free,0.0,Everyone,Casual,2018-02-11,3,4.1
Pyaar Ek Dhoka,Family,5.0,18,1331.2,50,Free,0.0,Everyone,Casual,2018-02-13,1,4.3
Ek Biladi Jadi Video Song,Family,4.193338315362443,3,3788.8,5000,Free,0.0,Everyone,Entertainment,2016-10-20,4.1,4.0
Duaa Ek Ibaadat,Books And Reference,4.9,122,26624.0,5000,Free,0.0,Everyone,Books & Reference,2016-04-10,1.5,2.2
Ek Onkar Mantras,Lifestyle,4.9,82,5120.0,5000,Free,0.0,Everyone,Lifestyle,2016-08-07,1,4.1
Alex Fuel Calculator for EK,Tools,4.9,19,3379.2,500,Free,0.0,Everyone,Tools,2018-06-15,1.8,2.1
EK Carevec,Family,4.193338315362443,1,29696.0,10,Free,0.0,Teen,Entertainment,2018-07-17,2.177.5489,4.3
Ek Kahani Aisi Bhi Season 2 - The Horror Story,Family,4.5,28,5734.4,1000,Free,0.0,Teen,Entertainment,2018-07-20,1.3,5.0
Ek Bander Ne Kholi Dukan,Family,5.0,10,3072.0,10000,Free,0.0,Everyone,Entertainment,2017-06-26,1.0.9,4.0
Hum Ek Hain 2.02,Social,5.0,2,1843.2,10,Free,0.0,Teen,Social,2018-03-18,1,5.0
Ek Kahani Aisi Bhi Season 3 - The Horror Story,Family,3.0,1,5939.2,100,Free,0.0,Teen,Entertainment,2018-07-21,1.1,5.0
Ek IRA,Communication,4.193338315362443,0,5836.8,10,Free,0.0,Everyone,Communication,2018-07-27,0.3.1,4.1
Sai Baba - Sabka Malik Ek,Productivity,4.9,42,38912.0,1000,Free,0.0,Everyone,Productivity,2018-05-26,1.4,4.0
Asha Ek Hope - ALS/ MND,Medical,5.0,2,11264.0,100,Free,0.0,Everyone,Medical,2018-05-23,1.1.0,4.1
Meslek Lisesi YGS Ek Puan,Family,4.193338315362443,11,1536.0,1000,Free,0.0,Everyone,Education,2017-01-08,1,4.0
Airplane Pilot Car Transporter,Family,4.1,182363,63488.0,10000000,Free,0.0,Everyone,Simulation,2018-07-27,2.1.8,4.1
Ek Kauwa Pyasa Tha,Family,4.1,35,3174.4,50000,Free,0.0,Everyone,Entertainment,2017-06-25,1.3.6,4.0
